id,s_kingdom,s_class,name,s_current_listing,s_english_name1,s_english_name2,s_type,s_order,s_family
ecites_species_705,Animalia,Mammalia,Ceratotherium simum simum,I/II,"Southern Square-lipped Rhinoceros, Southern White Rhinoceros","Grivet Monkey, Savanna Monkey",Fauna,,
ecites_species_706,Animalia,Reptilia,Cerberus rynchops,III,"Bockadam, Dog-faced Water Snake",Malbrouck Monkey,Fauna,,
ecites_species_707,Animalia,Mammalia,Cercocebus agilis,II,Agile Mangabey,"Bale Monkey, Bale Mountains Vervet",Fauna,,
ecites_species_708,Animalia,Mammalia,Cercocebus atys,II,Sooty Mangabey,Vervet Monkey,Fauna,,
ecites_species_709,Animalia,Mammalia,Cercocebus chrysogaster,II,Golden-bellied Mangabey,Green Monkey,Fauna,,
ecites_species_710,Animalia,Mammalia,Cercocebus galeritus,I,Tana River Mangabey,Tantalus Monkey,Fauna,,
ecites_species_711,Animalia,Mammalia,Cercocebus torquatus,II,"Collared Mangabey, Red-capped Mangabey, White-collared Mangabey",Garden Emerald,Fauna,,
ecites_species_712,Animalia,Mammalia,Cercopithecus albogularis,II,"Sykes's Monkey, White-throated Monkey",Golden-crowned Emerald,Fauna,,
ecites_species_713,Animalia,Mammalia,Cercopithecus ascanius,II,"Black-cheeked White-nosed Monkey, Red-tailed Monkey, Redtail Monkey, Schmidt's Guenon",Fork-tailed Emerald,Fauna,,
ecites_species_714,Animalia,Mammalia,Cercopithecus campbelli,II,"Campbell's Guenon, Campbell's Monkey",Cozumel Emerald,Fauna,,
ecites_species_715,Animalia,Mammalia,Cercopithecus cephus,II,Moustached Monkey,Glittering-bellied Emerald,Fauna,,
ecites_species_716,Animalia,Mammalia,Cercopithecus denti,II,Dent's Monkey,Puerto Rican Emerald,Fauna,,
ecites_species_717,Animalia,Mammalia,Cercopithecus diana,I,"Diana Guenon, Diana Monkey",Blue-tailed Emerald,Fauna,,
ecites_species_718,Animalia,Mammalia,Cercopithecus doggetti,II,Silver Monkey,Blue-chinned Sapphire,Fauna,,
ecites_species_719,Animalia,Mammalia,Cercopithecus dryas,II,"Dryas Guenon, Dryas Monkey",Chiribiquete Emerald,Fauna,,
ecites_species_720,Animalia,Mammalia,Cercopithecus erythrogaster,II,"Red-bellied Guenon, Red-bellied Monkey, White-throated Guenon, White-throated Monkey",Short-tailed Emerald,Fauna,,
ecites_species_721,Animalia,Mammalia,Cercopithecus erythrotis,II,"Red-eared Guenon, Red-eared Monkey, Russet-eared Guenon",Cuban Emerald,Fauna,,
ecites_species_722,Animalia,Mammalia,Cercopithecus hamlyni,II,"Owl-faced Guenon, Owl-faced Monkey",Coppery Emerald,Fauna,,
ecites_species_723,Animalia,Mammalia,Cercopithecus kandti,II,Golden Monkey,Narrow-tailed Emerald,Fauna,,
ecites_species_724,Animalia,Mammalia,Cercopithecus lhoesti,II,"L'Hoest's Monkey, Mountain Monkey",Hispaniolan Emerald,Fauna,,
ecites_species_725,Animalia,Mammalia,Cercopithecus lowei,II,Lowe's Monkey,Hook-billed Kite,Fauna,,
ecites_species_726,Animalia,Mammalia,Cercopithecus mitis,II,"Blue Monkey, Diademed Monkey, Gentle Monkey",Cuban Hook-billed Kite,Fauna,,
ecites_species_727,Animalia,Mammalia,Cercopithecus mona,II,Mona Monkey,Maned Wolf,Fauna,,
ecites_species_728,Animalia,Mammalia,Cercopithecus neglectus,II,De Brazza's Monkey,Ruby-topaz Hummingbird,Fauna,,
ecites_species_729,Animalia,Mammalia,Cercopithecus nictitans,II,"Greater White-nosed Monkey, Putty-nosed Monkey, Spot-nosed Guenon, White-nosed Guenon",Golden-tailed Sapphire,Fauna,,
ecites_species_730,Animalia,Mammalia,Cercopithecus petaurista,II,"Lesser Spot-nosed Guenon, Lesser White-nosed Guenon, Lesser White-nosed Monkey, Spot-nosed Monkey",Black-banded Owl,Fauna,,
ecites_species_731,Animalia,Mammalia,Cercopithecus pogonias,II,"Crowned Guenon, Crowned Monkey, Golden-bellied Guenon, Golden-bellied Monkey",Black-and-white Owl,Fauna,,
ecites_species_732,Animalia,Mammalia,Cercopithecus preussi,II,"Preuss's Guenon, Preuss's Monkey",King Bird-of-paradise,Fauna,,
ecites_species_733,Animalia,Mammalia,Cercopithecus roloway,I,Roloway Monkey,"Japanese White Stork, Oriental Stork, Oriental White Stork",Fauna,,
ecites_species_734,Animalia,Mammalia,Cercopithecus sclateri,II,"Sclater's Guenon, White-throated Guenon",Black Stork,Fauna,,
ecites_species_735,Animalia,Mammalia,Cercopithecus solatus,II,"Sun-tailed Guenon, Sun-tailed Monkey",Beaudouin's Snake-Eagle,Fauna,,
ecites_species_736,Animalia,Mammalia,Cercopithecus wolfi,II,Wolf's Monkey,"Banded Snake-Eagle, Smaller Banded Snake-Eagle",Fauna,,
ecites_species_737,Animalia,Mammalia,Cerdocyon thous,II,"Common Zorro, Crab-eating Zorro, Forest Fox","Brown Harrier-Eagle, Brown Snake-Eagle",Fauna,,
ecites_species_738,Animalia,Mammalia,Cervus elaphus bactrianus,II,"Bactrian Deer, Bactrian Red Deer, Bactrian Wapiti, Bokharan Deer, Bukhara Deer","Fasciated Snake-Eagle, Southern Banded Snake-Eagle",Fauna,,
ecites_species_739,Animalia,Mammalia,Cervus elaphus barbarus,III,"Atlas Deer, Barbary Deer, Barbary Red Deer, Barbary Stag","Short-toed Eagle, Short-toed Snake-Eagle",Fauna,,
ecites_species_740,Animalia,Mammalia,Cervus elaphus hanglu,I,"Hangul, Kashmir Deer, Kashmir Red Deer, Kashmir Stag","Black-breasted Harrier-Eagle, Black-breasted Snake-Eagle, Black-chested Snake-Eagle",Fauna,,
ecites_species_741,Animalia,Aves,Chaetocercus astreans,II,Santa Marta Woodstar,"Eurasian Marsh-Harrier, Marsh Harrier, Western Marsh-Harrier",Fauna,,
ecites_species_742,Animalia,Aves,Chaetocercus berlepschi,II,Esmeraldas Woodstar,"Australasian Harrier, Pacific Marsh-Harrier, Swamp Harrier",Fauna,,
ecites_species_743,Animalia,Aves,Chaetocercus bombus,II,Little Woodstar,Spotted Harrier,Fauna,,
ecites_species_744,Animalia,Aves,Chaetocercus heliodor,II,Gorgeted Woodstar,Long-winged Harrier,Fauna,,
ecites_species_745,Animalia,Aves,Chaetocercus jourdanii,II,Rufous-shafted Woodstar,Cinereous Harrier,Fauna,,
ecites_species_746,Animalia,Aves,Chaetocercus mulsanti,II,White-bellied Woodstar,"Hen Harrier, Marsh Hawk, Northern Harrier",Fauna,,
ecites_species_747,Animalia,Mammalia,Chaetophractus nationi,II,"Andean Hairy Armadillo, Bolivian Hairy Armadillo, Hairy Armadillo","Pale Harrier, Pallid Harrier",Fauna,,
ecites_species_748,Animalia,Aves,Chalcopsitta atra,II,Black Lory,"Madagascar Harrier, Madagascar Marsh-Harrier, Malagasy Marsh-Harrier, RÌ©union Harrier, RÌ©union Marsh-Harrier",Fauna,,
ecites_species_749,Animalia,Aves,Chalcopsitta cardinalis,II,Cardinal Lory,Black Harrier,Fauna,,
ecites_species_750,Animalia,Aves,Chalcopsitta duivenbodei,II,"Brown Lory, Duyvenbode's Lory",Pied Harrier,Fauna,,
ecites_species_751,Animalia,Aves,Chalcopsitta sintillata,II,"Greater Streaked Lory, Yellow-streaked Lory",Montagu's Harrier,Fauna,,
ecites_species_752,Animalia,Aves,Chalcostigma herrani,II,Rainbow-bearded Thornbill,African Marsh-Harrier,Fauna,,
ecites_species_753,Animalia,Aves,Chalcostigma heteropogon,II,Bronze-tailed Thornbill,"Eastern Marsh-Harrier, Papuan Harrier, Spotted-backed Harrier, Spotted Marsh-Harrier",Fauna,,
ecites_species_754,Animalia,Aves,Chalcostigma olivaceum,II,Olivaceous Thornbill,African Civet,Fauna,,
ecites_species_755,Animalia,Aves,Chalcostigma ruficeps,II,Rufous-capped Thornbill,Mussurana,Fauna,,
ecites_species_756,Animalia,Aves,Chalcostigma stanleyi,II,Blue-mantled Thornbill,Spotted Turtle,Fauna,,
ecites_species_757,Animalia,Aves,Chalybura buffonii,II,White-vented Plumeleteer,Brazilian Ruby,Fauna,,
ecites_species_758,Animalia,Aves,Chalybura urochrysia,II,Bronze-tailed Plumeleteer,Loria's Bird-of-paradise,Fauna,,
ecites_species_759,Animalia,Reptilia,Chamaeleo africanus,II,"African Chameleon, Sahel Chameleon",Crested Bird-of-paradise,Fauna,,
ecites_species_760,Animalia,Reptilia,Chamaeleo anchietae,II,"Anchieta's Chameleon, Angola Chameleon, Double-scaled Chameleon",Golden-bellied Starfrontlet,Fauna,,
ecites_species_761,Animalia,Reptilia,Chamaeleo arabicus,II,Arabian Chameleon,Bronzy Inca,Fauna,,
ecites_species_762,Animalia,Reptilia,Chamaeleo calcaricarens,II,Awash Chameleon,Blue-throated Starfrontlet,Fauna,,
ecites_species_763,Animalia,Reptilia,Chamaeleo calyptratus,II,Veiled Chameleon,Rainbow Starfrontlet,Fauna,,
ecites_species_764,Animalia,Reptilia,Chamaeleo chamaeleon,II,"Common Chameleon, European Chameleon, Mediterranean Chameleon",Buff-winged Starfrontlet,Fauna,,
ecites_species_765,Animalia,Reptilia,Chamaeleo dilepis,II,"Bocage's Chameleon, Flap-necked Chameleon",White-tailed Starfrontlet,Fauna,,
ecites_species_766,Animalia,Reptilia,Chamaeleo gracilis,II,"Graceful Chameleon, Gracile Chameleon, Slender Chameleon, Spur-heeled Chameleon",Black Inca,Fauna,,
ecites_species_767,Animalia,Reptilia,Chamaeleo laevigatus,II,Smooth Chameleon,Collared Inca,Fauna,,
ecites_species_768,Animalia,Reptilia,Chamaeleo monachus,II,"Monarch Chameleon, Socotra Chameleon",Violet-throated Starfrontlet,Fauna,,
ecites_species_769,Animalia,Reptilia,Chamaeleo namaquensis,II,"Desert Chameleon, Namaqua Chameleon",Brown Inca,Fauna,,
ecites_species_770,Animalia,Reptilia,Chamaeleo senegalensis,II,Senegal Chameleon,Brown Violet-ear,Fauna,,
ecites_species_771,Animalia,Reptilia,Chamaeleo zeylanicus,II,Indian Chameleon,White-vented Violet-ear,Fauna,,
ecites_species_772,Animalia,Reptilia,Charina bottae,II,Rubber Boa,Green Violet-ear,Fauna,,
ecites_species_773,Animalia,Aves,Charmosyna aureicincta,II,Red-throated Lorikeet,Masked Bobwhite,Fauna,,
ecites_species_774,Animalia,Aves,Charmosyna diadema,II,New Caledonian Lorikeet,"Angolan Black-and-white Colobus, Angolan Colobus, Angola Pied Colobus",Fauna,,
ecites_species_775,Animalia,Aves,Charmosyna josefinae,II,"Josephine's Lorikeet, Josephine's Lory","Eastern Black-and-white Colobus, Guereza, Magistrate Colobus",Fauna,,
ecites_species_776,Animalia,Aves,Charmosyna margarethae,II,Duchess Lorikeet,"King Colobus, Western Black-and-white Colobus, Western Pied Colobus",Fauna,,
ecites_species_777,Animalia,Aves,Charmosyna meeki,II,Meek's Lorikeet,Black Colobus,Fauna,,
ecites_species_778,Animalia,Aves,Charmosyna multistriata,II,"Streaked Lorikeet, Striated Lorikeet","Geoffroy's Pied Colobus, White-thighed Black-and-white Colobus",Fauna,,
ecites_species_779,Animalia,Aves,Charmosyna palmarum,II,Palm Lorikeet,"Humboldt's Hog-nosed Skunk, Patagonian Hog-nosed Skunk",Fauna,,
ecites_species_780,Animalia,Aves,Charmosyna papou,II,Papuan Lorikeet,"Barrington Land Iguana, Santa Fe Land Iguana",Fauna,,
ecites_species_781,Animalia,Aves,Charmosyna placentis,II,Red-flanked Lorikeet,Galapagos Land Iguana,Fauna,,
ecites_species_782,Animalia,Aves,Charmosyna pulchella,II,"Fairy Lorikeet, Little Red Lorikeet",Black Parrot,Fauna,,
ecites_species_783,Animalia,Aves,Charmosyna rubrigularis,II,Red-chinned Lorikeet,Vasa Parrot,Fauna,,
ecites_species_784,Animalia,Aves,Charmosyna rubronotata,II,"Red-fronted Lorikeet, Red-spotted Lorikeet",Annulated Tree Boa,Fauna,,
ecites_species_785,Animalia,Aves,Charmosyna toxopei,II,Blue-fronted Lorikeet,Emerald Tree Boa,Fauna,,
ecites_species_786,Animalia,Aves,Charmosyna wilhelminae,II,"Pygmy Lorikeet, Wilhelmina's Lorikeet",Cook's Tree Boa,Fauna,,
ecites_species_787,Animalia,Mammalia,Cheirogaleus adipicaudatus,I,Spiny Desert Dwarf Lemur,Cropan's Boa,Fauna,,
ecites_species_788,Animalia,Mammalia,Cheirogaleus crossleyi,I,Furry-eared Dwarf Lemur,"Amazon Tree Boa, Garden Tree Boa",Fauna,,
ecites_species_789,Animalia,Mammalia,Cheirogaleus major,I,Greater Dwarf Lemur,Dwarf Karoo Girdled Lizard,Fauna,,
ecites_species_790,Animalia,Mammalia,Cheirogaleus medius,I,Fat-tailed Dwarf Lemur,Maasai Girdled Lizard,Fauna,,
ecites_species_791,Animalia,Mammalia,Cheirogaleus minusculus,I,Lesser Iron-grey Dwarf Lemur,Cloete's Girdled Lizard,Fauna,,
ecites_species_792,Animalia,Mammalia,Cheirogaleus ravus,I,"Greater Iron-grey Dwarf Lemur, Large Iron-grey Dwarf Lemur","Cape Girdled Lizard, Common Girdled Lizard, Common Spiny-tailed Lizard, Rough-scaled Girdled Lizard, Tasman's Girdled Lizard",Fauna,,
ecites_species_793,Animalia,Mammalia,Cheirogaleus sibreei,I,Sibree's Dwarf Lemur,Rooiberg Girdled Lizard,Fauna,,
ecites_species_794,Animalia,Aves,Chelictinia riocourii,II,"African Swallow-tailed Kite, Scissor-tailed Kite",Limpopo Girdled Lizard,Fauna,,
ecites_species_795,Animalia,Reptilia,Chelodina mccordi,II,Roti Snake-necked Turtle,Machado's Girdled Lizard,Fauna,,
ecites_species_796,Animalia,Reptilia,Chelonia mydas,I,Green Turtle,"Coastal Spiny-tailed Lizard, Large-scaled Girdled Lizard",Fauna,,
ecites_species_797,Animalia,Reptilia,Chelonoidis carbonarius,II,"Red-footed Tortoise, Wood Tortoise","McLachlan's Girdled Lizard, McLachlan's Spiny-tailed Lizard",Fauna,,
ecites_species_798,Animalia,Reptilia,Chelonoidis chilensis,II,"Argentine Tortoise, Chaco Tortoise, Southern Wood Tortoise",Dwarf Girdled Lizard,Fauna,,
ecites_species_799,Animalia,Reptilia,Chelonoidis denticulatus,II,"Brazilian Giant Tortoise, Forest Tortoise, South American Tortoise, South American Yellow-footed Tortoise, Yellow-footed Tortoise",Black Girdled Lizard,Fauna,,
ecites_species_800,Animalia,Reptilia,Chelonoidis niger,I,Galapagos Giant Tortoise,Oelofsen's Girdled Lizard,Fauna,,
ecites_species_801,Animalia,Reptilia,Chersina angulata,II,"Angulated Tortoise, Bowsprit Tortoise, South African Bowsprit Tortoise","East African Spiny-tailed Lizard, Tropical Girdled Lizard, Tropical Spiny-tailed Lizard",Fauna,,
ecites_species_802,Animalia,Mammalia,Chinchilla chinchilla,I,Short-tailed Chinchilla,"Ukinga Girdled Lizard, Ukinga Spiny-tailed Lizard",Fauna,,
ecites_species_803,Animalia,Mammalia,Chinchilla lanigera,I,Long-tailed Chinchilla,"Reichenow's Spiny-tailed Lizard, Transvaal Girdled Lizard",Fauna,,
ecites_species_804,Animalia,Mammalia,Chiropotes albinasus,I,"Red-nosed Saki, White-nosed Bearded Saki, White-nosed Saki","Prehensile-tailed Skink, Solomon Islands Giant Skink",Fauna,,
ecites_species_805,Animalia,Mammalia,Chiropotes chiropotes,II,"Bearded Saki, Red-backed Bearded Saki, Tawny-olive Bearded Saki",Coscoroba Swan,Fauna,,
ecites_species_806,Animalia,Mammalia,Chiropotes israelita,II,Brown-backed Bearded Saki,"Banded Cotinga, Spotted Cotinga",Fauna,,
ecites_species_807,Animalia,Mammalia,Chiropotes satanas,II,"Bearded Saki, Black Saki","Albert's Curassow, Blue-billed Curassow, Blue-knobbed Curassow, Prince Albert's Curassow",Fauna,,
ecites_species_808,Animalia,Mammalia,Chiropotes utahickae,II,Uta Hick's Bearded Saki,"Blumenbach's Curassow, Mutum, Red-billed Curassow",Fauna,,
ecites_species_809,Animalia,Reptilia,Chitra chitra,I,"Southeast Asian Narrow-headed Softshell Turtle, Striped Giant Soft-shelled Turtle, Striped Narrow-headed Softshell Turtle","Daubenton's Curassow, Yellow-knobbed Curassow",Fauna,,
ecites_species_810,Animalia,Reptilia,Chitra indica,II,Indian Narrow-headed Softshell Turtle,"Wattled Curassow, Yarrell's Curassow",Fauna,,
ecites_species_811,Animalia,Reptilia,Chitra vandijki,I,Burmese Narrow-headed Softshell Turtle,"Globose Curassow, Great Curassow, Mexican Curassow",Fauna,,
ecites_species_812,Animalia,Aves,Chlamydotis macqueenii,I,"Asian Houbara, Asian Houbara Bustard, MacQueen's Bustard","Crocodile Tegu, Dragon Lizard, Dragon Lizardet",Fauna,,
ecites_species_813,Animalia,Aves,Chlamydotis undulata,I,"Houbara, Houbara Bustard",American Crocodile,Fauna,,
ecites_species_814,Animalia,Mammalia,Chlorocebus aethiops,II,"Grivet Monkey, Savanna Monkey","African Sharp-nosed Crocodile, African Slender-snouted Crocodile, Long-snouted Crocodile",Fauna,,
ecites_species_815,Animalia,Mammalia,Chlorocebus cynosuros,II,Malbrouck Monkey,Orinoco Crocodile,Fauna,,
ecites_species_816,Animalia,Mammalia,Chlorocebus djamdjamensis,II,"Bale Monkey, Bale Mountains Vervet","Australian Fresh-water Crocodile, Johnstone's Crocodile",Fauna,,
ecites_species_817,Animalia,Mammalia,Chlorocebus pygerythrus,II,Vervet Monkey,"Mindoro Crocodile, Philippine Crocodile",Fauna,,
ecites_species_818,Animalia,Mammalia,Chlorocebus sabaeus,II,Green Monkey,"Belize Crocodile, Morelet's Crocodile",Fauna,,
ecites_species_819,Animalia,Mammalia,Chlorocebus tantalus,II,Tantalus Monkey,"African Crocodile, Nile Crocodile",Fauna,,
ecites_species_820,Animalia,Aves,Chlorostilbon alice,II,Green-tailed Emerald,New Guinea Crocodile,Fauna,,
ecites_species_821,Animalia,Aves,Chlorostilbon assimilis,II,Garden Emerald,"Broad-snouted Crocodile, Marsh Crocodile, Mugger, Mugger Crocodile",Fauna,,
ecites_species_822,Animalia,Aves,Chlorostilbon auriceps,II,Golden-crowned Emerald,"Estuarine Crocodile, Salt-water Crocodile",Fauna,,
ecites_species_823,Animalia,Aves,Chlorostilbon canivetii,II,Fork-tailed Emerald,Cuban Crocodile,Fauna,,
ecites_species_824,Animalia,Aves,Chlorostilbon forficatus,II,Cozumel Emerald,Siamese Crocodile,Fauna,,
ecites_species_825,Animalia,Aves,Chlorostilbon lucidus,II,Glittering-bellied Emerald,White Eared-Pheasant,Fauna,,
ecites_species_826,Animalia,Aves,Chlorostilbon maugaeus,II,Puerto Rican Emerald,"Brown Eared-Pheasant, Manchurian Eared-Pheasant",Fauna,,
ecites_species_827,Animalia,Aves,Chlorostilbon mellisugus,II,Blue-tailed Emerald,"Cascabel, Cascabel Rattlesnake, Neotropical Rattlesnake",Fauna,,
ecites_species_828,Animalia,Aves,Chlorostilbon notatus,II,Blue-chinned Sapphire,Hellbender,Fauna,,
ecites_species_829,Animalia,Aves,Chlorostilbon olivaresi,II,Chiribiquete Emerald,"Fosa, Fossa",Fauna,,
ecites_species_830,Animalia,Aves,Chlorostilbon poortmani,II,Short-tailed Emerald,"Baker's Spiny-tailed Iguana, Utila Island Spiny-tailed Iguana",Fauna,,
ecites_species_831,Animalia,Aves,Chlorostilbon ricordii,II,Cuban Emerald,"Honduran Paleate Spiny-tailed Iguana, Rio Aguan Valley Spiny-tailed Iguana",Fauna,,
ecites_species_832,Animalia,Aves,Chlorostilbon russatus,II,Coppery Emerald,"De Queiroz's Spiny-tailed Iguana, RoatÌÁn Spiny-tailed Iguana",Fauna,,
ecites_species_833,Animalia,Aves,Chlorostilbon stenurus,II,Narrow-tailed Emerald,"Guatemalan Black Iguana, Guatemalan Spiny-tailed Iguana",Fauna,,
ecites_species_834,Animalia,Aves,Chlorostilbon swainsonii,II,Hispaniolan Emerald,"Agouti, Paca, Spotted Paca",Fauna,,
ecites_species_835,Animalia,Mammalia,Choloepus hoffmanni,III,Hoffmann's Two-toed Sloth,"Asiatic Wild Dog, Dhole, Indian Wild Dog, Red Dog",Fauna,,
ecites_species_836,Animalia,Aves,Chondrohierax uncinatus,I/II,Hook-billed Kite,"Malaysian Box Turtle, South Asian Box Turtle",Fauna,,
ecites_species_837,Animalia,Aves,Chondrohierax uncinatus wilsonii,I,Cuban Hook-billed Kite,"Golden-headed Box Turtle, Yellow-headed Box Turtle",Fauna,,
ecites_species_838,Animalia,Mammalia,Chrysocyon brachyurus,II,Maned Wolf,"Bourret‰Ûªs Box Turtle, Indochinese Box Turtle",Fauna,,
ecites_species_839,Animalia,Aves,Chrysolampis mosquitus,II,Ruby-topaz Hummingbird,"Chinese Box Turtle, Yellow-margined Box Turtle",Fauna,,
ecites_species_840,Animalia,Aves,Chrysuronia oenone,II,Golden-tailed Sapphire,McCord's Box Turtle,Fauna,,
ecites_species_841,Animalia,Aves,Ciccaba huhula,II,Black-banded Owl,"Jagged-shelled Turtle, Keel-backed Turtle, Keeled Box Turtle",Fauna,,
ecites_species_842,Animalia,Aves,Ciccaba nigrolineata,II,Black-and-white Owl,Pan's Box Turtle,Fauna,,
ecites_species_843,Animalia,Aves,Cicinnurus regius,II,King Bird-of-paradise,Southern Viet Nam Box Turtle,Fauna,,
ecites_species_844,Animalia,Aves,Ciconia boyciana,I,"Japanese White Stork, Oriental Stork, Oriental White Stork",Chinese Three-striped Box Turtle,Fauna,,
ecites_species_845,Animalia,Aves,Ciconia nigra,II,Black Stork,Yunnan Box Turtle,Fauna,,
ecites_species_846,Animalia,Aves,Circaetus beaudouini,II,Beaudouin's Snake-Eagle,Zhou's Box Turtle,Fauna,,
ecites_species_847,Animalia,Aves,Circaetus cinerascens,II,"Banded Snake-Eagle, Smaller Banded Snake-Eagle","Burrowing Parakeet, Patagonian Conure",Fauna,,
ecites_species_848,Animalia,Aves,Circaetus cinereus,II,"Brown Harrier-Eagle, Brown Snake-Eagle",Blue-headed Hummingbird,Fauna,,
ecites_species_849,Animalia,Aves,Circaetus fasciolatus,II,"Fasciated Snake-Eagle, Southern Banded Snake-Eagle","Little Blue Macaw, Spix's Macaw",Fauna,,
ecites_species_850,Animalia,Aves,Circaetus gallicus,II,"Short-toed Eagle, Short-toed Snake-Eagle","Yellow-crowned Parakeet, Yellow-fronted Kakariki, Yellow-fronted Parakeet",Fauna,,
ecites_species_851,Animalia,Aves,Circaetus pectoralis,II,"Black-breasted Harrier-Eagle, Black-breasted Snake-Eagle, Black-chested Snake-Eagle","Norfolk Island Parakeet, Norfolk Parakeet",Fauna,,
ecites_species_852,Animalia,Aves,Circus aeruginosus,II,"Eurasian Marsh-Harrier, Marsh Harrier, Western Marsh-Harrier","Chatham Island Yellow-fronted Parakeet, Forbes's Kakariki, Forbes's Parakeet",Fauna,,
